id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
8384,23878,Rene Zacarias Amaya Ramon,4.05948e+17,12/04/2025,48.36,MXN,Retiro,Tuxtla Gutierrez,9.32694e+17,Efectivo,18:07:10,Retiro en cajero,2899.99,2851.63,Sucursal bancaria,Efectivo,Completada,No
8385,1859,Esperanza Saucedo Acevedo,3.06211e+17,23/10/2024,619.35,MXN,Deposito,Tuxtla Gutierrez,3.06211e+17,Ahorro,13:38:58,Deposito por transferencia,26052.29,26671.64,Cajero automatico,Deposito en ventanilla,Completada,No
8386,9237,Concepcion Merino,6.09075e+16,16/08/2025,1272.67,MXN,Transferencia internacional,Toluca,7.44193e+17,Transferencia personal,09:42:43,Envio remesas,41133.58,39860.91,Web,Transferencia internacional,Completada,No
8387,8592,Timoteo Marisol Arroyo Gonzales,2.56121e+17,24/07/2025,1055.71,MXN,Compra en linea,Ciudad Juarez,5.64561e+17,Consumo,15:42:13,Compra Amazon,3992.5,2936.79,Web,Pago movil,Completada,No
8388,16143,Miguel Yuridia Sierra,7.73622e+17,07/12/2024,67.52,MXN,Transferencia,Cancun,3.91771e+17,Transferencia personal,21:06:19,Abono a tarjeta,31951.81,31884.29,Web,Transferencia bancaria,Completada,No
8389,9226,Zacarias Gil,9.31346e+17,07/05/2025,1295.02,MXN,Retiro,Ciudad Juarez,1.53236e+17,Consumo,01:00:43,Retiro en cajero,34176.72,32881.7,Sucursal bancaria,Efectivo,Completada,No
8390,8322,Ofelia Julia Gastelum,5.61874e+17,29/03/2025,2314.8,MXN,Pago de nomina,Guadalajara,9.63825e+17,Ingreso,05:36:50,Nomina mensual,68031.67,70346.47,App movil,SPEI,Completada,No
8391,15650,Mercedes Marisol Banuelos,2.4772e+17,14/12/2024,2296.98,MXN,Retiro,Ciudad Juarez,4.33225e+17,Consumo,01:56:25,Retiro en ventanilla,31439.59,29142.61,Cajero automatico,Efectivo,Completada,No
8392,1642,Jaime Olivarez Sosa,3.64041e+17,29/11/2024,281.74,MXN,Transferencia,Hermosillo,9.32437e+17,Servicios,15:55:16,Transferencia a familiar,23208.49,22926.75,Sucursal bancaria,SPEI,Completada,No
8393,2170,Estela Ernesto Meraz Meraz,4.50259e+17,17/03/2025,600.66,MXN,Deposito,Culiacan,4.50259e+17,Ingreso,06:16:04,Deposito en efectivo,9472.01,10072.67,Corresponsal,Efectivo,Completada,No
8394,21869,Camilo Violeta Caban Santiago,3.38085e+17,11/01/2025,1643.23,MXN,Deposito,Tuxtla Gutierrez,3.38085e+17,Ahorro,03:25:53,Deposito por transferencia,26977.18,28620.41,Sucursal bancaria,Efectivo,Completada,No
8395,5000,Marisol Alejandra Salazar,8.83068e+16,11/06/2025,2221.04,MXN,Compra en linea,Chihuahua,2.90376e+17,Consumo,03:08:28,Compra Mercado Libre,42718.52,40497.48,Web,Tarjeta debito,Completada,No
8396,19805,Karla Espinal,1.88576e+17,25/07/2025,240.54,MXN,Retiro,Puebla,6.83207e+17,Efectivo,14:48:19,Retiro en cajero,1069.12,828.58,Sucursal bancaria,Efectivo,Completada,No
8397,20151,German Jose Salcedo,9.24437e+17,28/02/2025,111.26,MXN,Pago de nomina,Oaxaca,6.52075e+17,Nomina,22:36:50,Nomina quincenal,32836.45,32947.71,App movil,Transferencia bancaria,Completada,No
8398,20859,Sara Bianca Najera Paz,1.70938e+17,15/05/2025,1572.45,MXN,Pago de servicio,Toluca,3.05664e+17,Servicios,19:52:05,Pago internet,34905.47,33333.02,Domiciliacion,Tarjeta credito,Completada,No
8399,17957,Frida Villarreal,3.81457e+17,17/01/2025,1873.04,MXN,Compra en linea,Oaxaca,6.34303e+17,Consumo,02:08:23,Compra tienda online,2438.46,565.42,Web,Tarjeta debito,Completada,No
8400,4333,Ramiro Medrano Ibarra,5.18849e+17,03/07/2025,3510.51,MXN,Transferencia internacional,Ciudad Juarez,6.87736e+17,Transferencia personal,23:52:14,Envio remesas,55520.98,52010.47,Sucursal bancaria,Transferencia internacional,Completada,No
8401,7614,Sonia Enriquez,7.67928e+17,29/11/2024,33.89,MXN,Pago de nomina,Morelia,9.36297e+17,Ingreso,07:32:22,Nomina quincenal,19138.13,19172.02,Sucursal bancaria,SPEI,Completada,No
8402,9827,Alfonso Cardona,9.35932e+17,16/06/2025,2642.0,MXN,Transferencia,Culiacan,7.99144e+17,Transferencia personal,08:05:00,Abono a tarjeta,12354.25,9712.25,Web,SPEI,Completada,No
8403,9542,Lorena Rascon,3.46734e+17,14/11/2024,297.65,MXN,Retiro,Ciudad Juarez,2.01782e+17,Efectivo,05:01:10,Retiro por emergencia,90004.3,89706.65,Cajero automatico,Efectivo,Completada,No
8404,4791,Ofelia Benjamin Zamora Rodriguez,1.40798e+16,04/01/2025,694.39,MXN,Compra en linea,Hermosillo,4.94096e+16,Consumo,10:18:27,Compra Mercado Libre,46574.33,45879.94,Web,Pago movil,Completada,No
8405,2544,Maria Eugenia Arias,6.95592e+17,06/08/2025,594.81,MXN,Transferencia,Oaxaca,6.70177e+17,Transferencia personal,14:56:04,Transferencia a familiar,44465.32,43870.51,Sucursal bancaria,Transferencia bancaria,Completada,No
8406,24380,Gustavo Adan Montenegro,6.23659e+16,18/08/2025,1627.58,MXN,Deposito,Tijuana,6.23659e+16,Ahorro,14:10:20,Deposito por transferencia,7169.12,8796.7,Corresponsal,Cheque,Completada,No
8407,9971,Vicente Guadalupe Paz,2.43388e+17,23/04/2025,197.81,MXN,Pago de nomina,San Luis Potosi,4.62707e+17,Ingreso,12:59:12,Pago trabajador,5358.34,5556.15,App movil,Transferencia bancaria,Completada,No
8408,22239,Isaac Guajardo,7.89781e+17,08/12/2024,2795.37,MXN,Retiro,Monterrey,9.72487e+17,Consumo,01:41:47,Retiro en cajero,50882.15,50882.15,Sucursal bancaria,Efectivo,Pendiente,No
8409,3950,Blanca Rico Ybarra,2.9615e+16,03/02/2025,365.34,MXN,Deposito,Oaxaca,2.9615e+16,Ingreso,09:36:56,Deposito por cheque,1714.74,2080.08,Sucursal bancaria,Cheque,Completada,No
8410,24892,Mario Orosco,1.14708e+17,01/05/2025,2112.83,MXN,Pago de servicio,Tuxtla Gutierrez,1.67456e+17,Servicios,11:08:39,Pago luz,18492.78,16379.95,Domiciliacion,SPEI,Completada,No
8411,21906,Dulce Maria Garibay Rodriquez,9.28956e+17,01/02/2025,196.77,MXN,Transferencia internacional,Tijuana,5.09073e+17,Transferencia personal,07:19:12,Pago internacional,45370.21,45173.44,Sucursal bancaria,SWIFT,Completada,No
8412,25038,Pablo Gonzalo Acuna Villagomez,2.17481e+17,02/05/2025,2385.6,MXN,Deposito,Hermosillo,2.17481e+17,Ahorro,19:42:48,Deposito por cheque,1826.3,4211.9,Sucursal bancaria,Cheque,Completada,No
8413,14192,Carla Eugenio Oquendo Ontiveros,8.51213e+17,10/06/2025,1323.93,MXN,Pago de nomina,Chihuahua,4.192e+17,Ingreso,04:48:47,Pago trabajador,67264.33,68588.26,App movil,Transferencia bancaria,Completada,No
8414,15883,Anel Alonso,5.7037e+16,10/07/2025,1109.18,MXN,Transferencia internacional,Veracruz,1.52505e+17,Transferencia personal,07:09:27,Envio remesas,35967.13,34857.95,Sucursal bancaria,Transferencia internacional,Completada,No
8415,21738,Angelica Zaragoza,4.36072e+17,26/11/2024,422.83,MXN,Deposito,San Luis Potosi,4.36072e+17,Ahorro,16:29:43,Deposito en efectivo,28269.07,28691.9,Corresponsal,Deposito en ventanilla,Completada,No
8416,4885,Cristal Zapata Noriega,6.64493e+17,06/12/2024,815.97,MXN,Transferencia internacional,Aguascalientes,3.04627e+16,Transferencia personal,10:30:55,Pago internacional,21192.96,20376.99,Web,Transferencia internacional,Completada,No
8417,19338,Rolando Serrato Galvan,2.62102e+16,07/11/2024,5992.76,MXN,Compra en linea,Culiacan,3.2901e+17,Consumo,21:05:22,Compra tienda online,19268.74,13275.98,App movil,Pago movil,Completada,No
8418,16284,Guadalupe Vallejo,5.64012e+17,01/05/2025,39.11,MXN,Pago de nomina,Veracruz,4.27733e+17,Ingreso,18:47:45,Nomina quincenal,38091.03,38130.14,Sucursal bancaria,Transferencia bancaria,Completada,No
8419,15084,Antonio Peres Solis,4.65014e+17,27/09/2025,1087.57,MXN,Retiro,Merida,7.5809e+17,Consumo,14:26:27,Retiro en cajero,48743.82,47656.25,Cajero automatico,Efectivo,Completada,No
8420,14718,Sofia Arcelia Alonzo Molina,6.88701e+17,12/04/2025,731.38,MXN,Pago de servicio,Merida,4.67669e+17,Servicios,04:18:55,Pago luz,27800.35,27068.97,App movil,SPEI,Completada,No
8421,23658,Veronica Rodrigo Tovar Benavides,7.66804e+17,15/12/2024,640.57,MXN,Pago de servicio,Puebla,8.72568e+17,Servicios,03:22:57,Pago agua,23657.56,23016.99,Domiciliacion,Tarjeta credito,Completada,No
8422,8952,Citlali Rodrigo Moreno Espinal,7.52224e+17,01/02/2025,481.01,MXN,Deposito,Oaxaca,7.52224e+17,Ahorro,19:24:46,Deposito por transferencia,13970.78,14451.79,Corresponsal,Deposito en ventanilla,Completada,No
8423,13208,Concepcion Jeronimo Carrasco Valladares,4.0599e+17,12/01/2025,171.48,MXN,Pago de nomina,Chihuahua,2.84318e+17,Nomina,16:35:58,Nomina quincenal,41590.44,41761.92,App movil,SPEI,Completada,No
8424,19844,Mariano Cervantes Ruiz,6.52835e+17,28/08/2025,384.05,MXN,Pago de nomina,Chihuahua,5.31206e+17,Ingreso,05:50:14,Pago trabajador,21019.61,21403.66,Sucursal bancaria,Transferencia bancaria,Completada,No
8425,5971,Catalina Conchita Amaya,6.69648e+17,31/08/2025,236.51,MXN,Retiro,Oaxaca,8.59941e+17,Efectivo,18:01:28,Retiro por emergencia,56209.9,55973.39,Sucursal bancaria,Efectivo,Completada,No
8426,23361,Benito Sarabia,1.34973e+17,20/11/2024,873.14,MXN,Deposito,San Luis Potosi,1.34973e+17,Ingreso,07:54:35,Deposito en efectivo,47992.73,48865.87,Cajero automatico,Efectivo,Completada,No
8427,8008,Oswaldo Zarate,8.7854e+17,03/01/2025,378.67,MXN,Deposito,Puebla,8.7854e+17,Ingreso,18:36:35,Abono nomina,22631.31,23009.98,Cajero automatico,Efectivo,Completada,No
8428,6517,Jorge Luis Evelio Quesada,3.49588e+17,20/09/2025,3240.38,MXN,Compra en linea,Queretaro,2.54242e+17,Consumo,10:41:51,Compra tienda online,32679.37,29438.99,App movil,Tarjeta credito,Completada,No
8429,3319,Julio Cesar Esquivel Mesa,1.42201e+17,04/06/2025,4146.26,MXN,Transferencia,Aguascalientes,5.93871e+17,Servicios,19:15:43,Abono a tarjeta,12520.06,8373.8,App movil,SPEI,Completada,No
8430,16977,Pablo Razo Samaniego,9.98123e+16,09/12/2024,1920.07,MXN,Transferencia,Morelia,9.78532e+17,Transferencia personal,10:01:34,Abono a tarjeta,15395.27,13475.2,Sucursal bancaria,Transferencia bancaria,Completada,No
8431,15505,Javier Nevarez Medina,4.30697e+17,27/10/2024,999.7,MXN,Retiro,Leon,1.28779e+17,Efectivo,07:26:59,Retiro en cajero,38514.98,37515.28,Sucursal bancaria,Efectivo,Completada,No
8432,9938,Marcos Cristal Hinojosa Monroy,3.51685e+17,15/09/2025,1245.69,MXN,Transferencia internacional,Morelia,7.25522e+17,Remesas,18:28:47,Pago internacional,10436.28,9190.59,Web,Transferencia internacional,Completada,No
8433,19211,Yuridia Briseno,7.39979e+17,11/10/2025,1913.61,MXN,Retiro,San Luis Potosi,8.57567e+16,Consumo,09:25:12,Retiro en ventanilla,15045.19,13131.58,Sucursal bancaria,Efectivo,Completada,No
8434,16846,Alberto Benito Gastelum Vela,8.35125e+17,26/01/2025,1982.05,MXN,Compra en linea,Ciudad Juarez,6.31243e+17,Consumo,15:11:42,Compra tienda online,30407.49,28425.44,App movil,Tarjeta debito,Completada,No
8435,9192,Abel Macias,8.41811e+16,29/07/2025,882.39,MXN,Transferencia internacional,Queretaro,2.67676e+17,Remesas,23:30:39,Pago internacional,44045.9,43163.51,Web,SWIFT,Completada,No
8436,9035,Irma Hernan Casares Valdez,3.23512e+17,16/11/2024,739.74,MXN,Transferencia internacional,Oaxaca,2.2632e+17,Transferencia personal,04:22:18,Pago internacional,31387.12,30647.38,Web,Transferencia internacional,Completada,No
8437,3294,Maria Luisa Rufino Mendez,7.13204e+16,05/09/2025,1117.01,MXN,Retiro,Toluca,5.45782e+17,Efectivo,22:09:25,Retiro en cajero,42996.03,41879.02,Cajero automatico,Efectivo,Completada,No
8438,17238,Berta Velasquez,5.146e+16,03/08/2025,1131.74,MXN,Compra en linea,Ciudad Juarez,6.33699e+17,Consumo,07:15:18,Compra tienda online,21183.2,20051.46,App movil,Tarjeta debito,Completada,No
8439,22879,Juana Genaro Holguin Villegas,3.78421e+17,12/08/2025,398.58,MXN,Pago de servicio,Merida,3.72033e+17,Servicios,02:19:45,Pago agua,6940.14,6541.56,App movil,Domiciliacion,Completada,No
8440,10722,Ofelia Alma Lebron Anaya,2.1306e+17,19/01/2025,5630.73,MXN,Transferencia,Morelia,3.90059e+17,Transferencia personal,05:21:51,Pago a tercero,37741.92,32111.19,App movil,SPEI,Completada,No
8441,19456,Israel Gaytan Villarreal,2.73857e+17,07/11/2024,1160.47,MXN,Pago de nomina,Toluca,1.15599e+17,Nomina,09:38:01,Nomina mensual,29228.61,30389.08,Sucursal bancaria,Transferencia bancaria,Completada,No
8442,17241,Evelio Raquel Coronado,7.76368e+17,04/12/2024,346.22,MXN,Pago de nomina,Morelia,6.84939e+17,Ingreso,12:47:59,Nomina mensual,30634.9,30981.12,App movil,Transferencia bancaria,Completada,No
8443,14293,Isabel Nava Nazario,7.88151e+17,04/05/2025,589.34,MXN,Pago de servicio,Queretaro,4.2984e+17,Servicios,13:25:09,Pago TV por cable,35264.55,34675.21,App movil,Tarjeta credito,Completada,No
8444,19728,Flavio Perla Bustamante,8.47773e+16,22/10/2025,3763.94,MXN,Transferencia,Aguascalientes,2.45332e+17,Servicios,05:44:18,Transferencia a familiar,38590.5,34826.56,App movil,Transferencia bancaria,Completada,No
8445,13876,Julia Abraham Gamboa Baez,2.41003e+17,29/12/2024,111526.66,MXN,Transferencia,Ciudad Juarez,1.86801e+17,Servicios,01:12:33,Transferencia a familiar,42745.33,-68781.33,Web,SPEI,Completada,Si
8446,22614,Santiago Araceli Rivero Lerma,3.84367e+17,04/01/2025,2001.03,MXN,Deposito,Puebla,3.84367e+17,Ahorro,07:56:34,Deposito en efectivo,432.52,2433.55,Corresponsal,Efectivo,Completada,No
8447,17982,Fidel Sevilla,5.62729e+17,27/02/2025,135.21,MXN,Compra en linea,Monterrey,6.55559e+17,Consumo,00:59:00,Suscripcion streaming,23215.83,23080.62,Web,Tarjeta debito,Completada,No
8448,15383,Cecilia Victoria Acosta,4.40643e+17,07/01/2025,401.98,MXN,Deposito,Oaxaca,4.40643e+17,Ahorro,17:46:33,Deposito por cheque,33702.9,34104.88,Cajero automatico,Cheque,Completada,No
8449,5092,Carla Lucero,6.10106e+17,30/01/2025,426.33,MXN,Pago de nomina,Ciudad Juarez,6.32279e+17,Nomina,03:52:50,Pago trabajador,58008.85,58435.18,Sucursal bancaria,SPEI,Completada,No
8450,22507,Juana Vaca Montes,5.13187e+16,15/01/2025,505.24,MXN,Pago de nomina,Monterrey,4.06327e+17,Ingreso,15:59:49,Nomina mensual,33991.01,34496.25,Sucursal bancaria,SPEI,Completada,No
8451,4164,Benito Carvajal,9.40723e+17,20/12/2024,1904.21,MXN,Transferencia internacional,Oaxaca,2.74157e+17,Transferencia personal,14:34:37,Envio remesas,54235.44,52331.23,Sucursal bancaria,Transferencia internacional,Completada,No
8452,9718,Jacobo Clara Tejeda,2.395e+17,26/12/2024,558.84,MXN,Pago de servicio,Guadalajara,8.72604e+17,Servicios,04:00:27,Pago agua,19397.23,18838.39,Web,Tarjeta debito,Completada,No
8453,25417,Anabel Ledesma,7.03928e+17,19/06/2025,331.12,MXN,Pago de nomina,San Luis Potosi,3.72444e+17,Nomina,15:30:52,Nomina quincenal,48222.88,48554.0,App movil,Transferencia bancaria,Completada,No
8454,13128,Rosa Mercado Miranda,7.79358e+17,28/05/2025,134.6,MXN,Pago de nomina,Tuxtla Gutierrez,3.51061e+17,Ingreso,19:54:02,Nomina quincenal,48898.56,49033.16,Sucursal bancaria,SPEI,Completada,No
8455,20628,Maria Elena Navarrete Najera,7.8095e+17,22/10/2024,1284.41,MXN,Transferencia internacional,Culiacan,9.18108e+16,Transferencia personal,17:40:03,SWIFT a extranjero,54761.92,53477.51,Web,Transferencia internacional,Completada,No
8456,5427,Samuel Garrido,7.41546e+17,16/07/2025,33.97,MXN,Compra en linea,Monterrey,8.15836e+17,Consumo,09:25:33,Compra Amazon,13530.5,13496.53,Web,Tarjeta debito,Completada,No
8457,8908,Juan Carlos Salazar Loya,5.29009e+17,17/12/2024,250.38,MXN,Transferencia internacional,Leon,2.72031e+17,Transferencia personal,03:08:40,Envio remesas,22897.88,22647.5,Web,Transferencia internacional,Completada,No
8458,16982,Nancy Llamas,4.10823e+17,24/08/2025,1143.27,MXN,Transferencia internacional,Veracruz,7.80756e+17,Transferencia personal,15:40:24,SWIFT a extranjero,32817.25,31673.98,Web,SWIFT,Completada,No
8459,3560,Jose Carlos Maria Cristina Roldan,5.98096e+17,13/05/2025,92.92,MXN,Retiro,Veracruz,1.01023e+17,Consumo,18:06:54,Retiro por emergencia,28517.74,28424.82,Cajero automatico,Efectivo,Completada,No
8460,13851,Socorro Aldo Verdugo Olivera,6.28602e+17,18/08/2025,720.1,MXN,Compra en linea,Hermosillo,1.26961e+17,Consumo,17:57:12,Compra Amazon,28227.73,27507.63,Web,Pago movil,Completada,No
8461,24806,German Calderon,4.71063e+17,04/07/2025,2141.4,MXN,Pago de servicio,Tijuana,1.19791e+17,Servicios,04:45:48,Pago TV por cable,18963.57,16822.17,Domiciliacion,Domiciliacion,Completada,No
8462,4155,Asuncion Rodolfo Alva,5.76909e+17,20/02/2025,754.93,MXN,Transferencia,Chihuahua,4.10882e+17,Transferencia personal,22:23:07,Pago a tercero,15467.13,14712.2,App movil,Transferencia bancaria,Completada,No
8463,13685,Yolanda Eloy Uribe Ledesma,2.02903e+17,10/08/2025,997.09,MXN,Transferencia internacional,Ciudad de Mexico,5.82711e+17,Transferencia personal,07:37:01,SWIFT a extranjero,10846.65,9849.56,Web,Transferencia internacional,Completada,No
8464,19768,Jeronimo Ignacio Suarez,6.4211e+17,25/04/2025,890.13,MXN,Pago de nomina,San Luis Potosi,5.04972e+17,Nomina,05:32:07,Nomina quincenal,25454.42,26344.55,App movil,SPEI,Completada,No
8465,11798,Eugenia Matos,3.72715e+17,24/04/2025,109.78,MXN,Pago de nomina,Veracruz,8.0122e+17,Ingreso,00:46:16,Nomina quincenal,3741.91,3851.69,App movil,SPEI,Completada,No
8466,9107,Israel Contreras,3.82021e+17,05/07/2025,4115.0,MXN,Pago de nomina,Queretaro,7.92745e+17,Ingreso,18:02:59,Pago trabajador,15982.16,20097.16,Sucursal bancaria,Transferencia bancaria,Completada,No
8467,6608,Raul Monroy Mendoza,2.08206e+17,11/10/2025,528.1,MXN,Pago de nomina,Hermosillo,9.40583e+17,Nomina,04:19:06,Nomina quincenal,7884.78,8412.88,Sucursal bancaria,Transferencia bancaria,Completada,No
8468,17650,Debora Olvera Cardenas,6.14109e+17,07/09/2025,426.2,MXN,Transferencia internacional,San Luis Potosi,8.49577e+17,Remesas,18:08:58,SWIFT a extranjero,19181.28,18755.08,Sucursal bancaria,SWIFT,Completada,No
8469,3139,Jacinto Escobar,5.3185e+17,20/12/2024,99.91,MXN,Transferencia,Guadalajara,4.01775e+17,Transferencia personal,00:29:54,Pago a tercero,14068.12,13968.21,Web,SPEI,Completada,No
8470,23468,Jacobo Ortiz,1.40667e+17,15/03/2025,1742.16,MXN,Retiro,Ciudad de Mexico,6.32508e+16,Consumo,06:50:56,Retiro por emergencia,14330.61,12588.45,Sucursal bancaria,Efectivo,Completada,No
8471,12975,Marcos Quiroz,3.74549e+17,20/01/2025,1907.47,MXN,Transferencia,Leon,6.92696e+17,Transferencia personal,21:26:01,Transferencia a familiar,19498.3,17590.83,App movil,Transferencia bancaria,Completada,No
8472,22219,Alfonso Malave,2.32908e+17,16/06/2025,718.9,MXN,Transferencia internacional,Leon,4.38303e+17,Remesas,02:07:24,SWIFT a extranjero,3626.69,2907.79,Web,Transferencia internacional,Completada,No
8473,15669,Eloy Barbara Jaquez,9.67e+17,04/06/2025,366.87,MXN,Compra en linea,Hermosillo,1.86953e+17,Consumo,16:34:17,Suscripcion streaming,39175.96,38809.09,Web,Tarjeta debito,Completada,No
8474,19170,Mateo Victor Guillen Serrato,2.83821e+17,30/01/2025,766.3,MXN,Pago de servicio,Leon,6.21777e+17,Servicios,07:45:12,Pago TV por cable,25304.46,24538.16,Domiciliacion,SPEI,Completada,No
8475,12605,Estela Jose Carlos Orellana Pina,5.8206e+16,18/02/2025,1857.12,MXN,Pago de nomina,Hermosillo,6.18756e+17,Nomina,01:34:36,Nomina quincenal,10853.52,12710.64,Sucursal bancaria,SPEI,Completada,No
8476,4635,Esmeralda Zamora,7.43643e+17,17/04/2025,1950.03,MXN,Transferencia,Puebla,4.3805e+16,Servicios,11:11:00,Abono a tarjeta,4481.24,2531.21,Web,Transferencia bancaria,Completada,No
8477,2194,Guillermina Quezada,4.32812e+17,15/04/2025,1350.3,MXN,Retiro,Ciudad Juarez,8.82745e+17,Consumo,01:36:33,Retiro en ventanilla,11651.33,10301.03,Sucursal bancaria,Efectivo,Completada,No
8478,14729,Gabriel Trujillo,3.433e+16,15/12/2024,4081.35,MXN,Transferencia,Ciudad de Mexico,5.54814e+16,Servicios,15:32:48,Pago a tercero,18266.12,14184.77,Sucursal bancaria,Transferencia bancaria,Completada,No
8479,7559,Clara Carvajal,5.18185e+17,27/08/2025,61.02,MXN,Transferencia internacional,San Luis Potosi,6.73655e+17,Remesas,10:22:39,SWIFT a extranjero,33018.63,32957.61,Sucursal bancaria,Transferencia internacional,Completada,No
8480,15235,Bernardo Matias,1.2243e+17,15/05/2025,2584.46,MXN,Pago de nomina,Cancun,2.64469e+17,Nomina,08:34:24,Nomina mensual,24103.27,26687.73,Sucursal bancaria,Transferencia bancaria,Completada,No
8481,20864,Clara Montanez Quinonez,4.14814e+17,04/08/2025,1930.04,MXN,Pago de servicio,Ciudad de Mexico,2.17563e+17,Servicios,23:40:32,Pago luz,35555.36,33625.32,Domiciliacion,Tarjeta credito,Completada,No
8482,14384,Raul Tamez Cadena,3395930000000000.0,03/11/2024,1209.08,MXN,Transferencia internacional,Culiacan,8.77516e+17,Transferencia personal,07:28:39,Envio remesas,8378.52,7169.44,Sucursal bancaria,SWIFT,Completada,No
8483,21416,Aldo Gollum Regalado,9.12548e+17,14/01/2025,1580.18,MXN,Deposito,Guadalajara,9.12548e+17,Ahorro,19:39:29,Deposito en efectivo,17869.58,19449.76,Sucursal bancaria,Efectivo,Completada,No
8484,11341,Carmen Reyna,2.01861e+17,12/05/2025,1342.47,MXN,Pago de servicio,Aguascalientes,3.6792e+17,Servicios,22:36:57,Pago TV por cable,8194.58,6852.11,App movil,Tarjeta credito,Completada,No
8485,23321,Ramiro Valdes,3.32892e+17,26/01/2025,2893.16,MXN,Compra en linea,Chihuahua,4.5854e+17,Consumo,05:55:33,Compra Mercado Libre,66468.12,63574.96,Web,Tarjeta debito,Completada,No
8486,11704,Mercedes Maya,3619140000000000.0,06/12/2024,795.62,MXN,Pago de servicio,Morelia,1.98183e+17,Servicios,20:03:20,Pago telefonia,34703.69,33908.07,App movil,Tarjeta debito,Completada,No
8487,11429,Micaela Olvera Ibarra,3.98919e+17,17/07/2025,2505.72,MXN,Pago de servicio,San Luis Potosi,1.69648e+17,Servicios,10:31:38,Pago internet,13769.54,11263.82,Domiciliacion,SPEI,Completada,No
8488,18353,Irma Benitez,6.88206e+17,16/09/2025,2600.11,MXN,Compra en linea,Veracruz,7.80789e+16,Consumo,23:31:42,Compra tienda online,10203.95,7603.84,Web,Tarjeta debito,Completada,No
8489,16218,Jose Luis Abelardo Vazquez,4.39818e+17,25/01/2025,2292.78,MXN,Transferencia internacional,Tuxtla Gutierrez,9.50227e+17,Remesas,10:25:22,Pago internacional,34435.65,32142.87,Sucursal bancaria,SWIFT,Completada,No
8490,23933,Ignacio Zamora,4.40917e+17,12/11/2024,901.66,MXN,Pago de nomina,Merida,1.42228e+17,Nomina,10:25:44,Nomina mensual,10174.7,11076.36,App movil,SPEI,Completada,No
8491,20584,Sandra Loera,4.68189e+17,12/05/2025,3585.73,MXN,Pago de servicio,Leon,3.69756e+17,Servicios,20:32:13,Pago agua,25777.32,22191.59,Web,SPEI,Completada,No
8492,9275,Hector Catalina Miramontes,1.28559e+16,20/01/2025,144.71,MXN,Transferencia internacional,Tuxtla Gutierrez,6.47985e+17,Remesas,11:02:24,SWIFT a extranjero,25912.73,25768.02,Web,SWIFT,Completada,No
8493,5054,Marisol Regalado,4.86375e+17,28/01/2025,255.44,MXN,Retiro,Puebla,6.25937e+17,Consumo,09:46:22,Retiro en cajero,26563.93,26308.49,Cajero automatico,Efectivo,Completada,No
8494,17173,Teodoro Mercado Serrano,5.88596e+17,10/08/2025,185.02,MXN,Pago de servicio,Cancun,9.22145e+17,Servicios,18:52:47,Pago luz,45264.98,45079.96,App movil,Tarjeta debito,Completada,No
8495,23456,Jose Luis Montero,8.77535e+17,03/04/2025,2539.38,MXN,Retiro,Aguascalientes,3.82063e+17,Efectivo,10:30:16,Retiro en cajero,23489.6,20950.22,Sucursal bancaria,Efectivo,Completada,No
8496,7963,Martha Marisela Vera Medrano,9.91166e+17,13/08/2025,2660.17,MXN,Deposito,Toluca,9.91166e+17,Ingreso,01:07:07,Deposito por transferencia,24456.17,27116.34,Corresponsal,Deposito en ventanilla,Completada,No
8497,14157,Eugenio Ofelia Trevino,8.09255e+17,03/05/2025,1560.25,MXN,Retiro,Oaxaca,2.96351e+17,Consumo,04:12:29,Retiro por emergencia,3825.13,2264.88,Sucursal bancaria,Efectivo,Completada,No
8498,22644,Claudia Alcantar,9.66854e+17,21/07/2025,2227.99,MXN,Compra en linea,Oaxaca,3.64247e+17,Consumo,17:20:35,Compra Mercado Libre,13224.04,10996.05,App movil,Tarjeta credito,Completada,No
8499,4754,Elvia Echeverria Alcaraz,4.9246e+16,28/07/2025,691.14,MXN,Transferencia internacional,Morelia,5.0797e+17,Remesas,18:53:08,Envio remesas,30001.17,29310.03,Sucursal bancaria,SWIFT,Completada,No
8500,16995,Sergio Dario Florez,8.01177e+17,01/06/2025,875.87,MXN,Pago de nomina,Veracruz,7.48198e+16,Nomina,22:03:05,Pago trabajador,67199.55,68075.42,Sucursal bancaria,Transferencia bancaria,Completada,No
8501,5011,Marisol Magdalena Miranda Arevalo,2.4433e+17,28/02/2025,1071.46,MXN,Pago de servicio,Ciudad de Mexico,3.70427e+17,Servicios,09:30:38,Pago luz,31521.34,30449.88,App movil,Domiciliacion,Completada,No
8502,2876,Anabel Sandra Esquivel Vergara,9.04183e+17,02/08/2025,1307.91,MXN,Deposito,Aguascalientes,9.04183e+17,Ahorro,14:35:55,Deposito por transferencia,18111.49,19419.4,Corresponsal,Deposito en ventanilla,Completada,No
8503,24918,Luz Henriquez Riojas,7.90414e+17,10/02/2025,1590.02,MXN,Transferencia,Oaxaca,3.95546e+17,Transferencia personal,18:43:12,Pago a proveedor,52301.41,50711.39,App movil,Transferencia bancaria,Completada,No
